train_dice,train_iou,train_precision,train_accuracy,train_recall,train_specificity,train_auc_score,train_loss,val_dice,val_iou,val_precision,val_accuracy,val_recall,val_specificity,val_auc_score,val_loss,best_val_dice
0.6930812573559678,0.5468677956068432,0.6162,0.9469999999999998,0.82215,0.82215,0.8883478470290138,0.8171898292288894,0.8264629286526961,0.706830992661654,0.7507857142857144,0.9894285714285714,0.924,0.9912857142857143,0.9575331371328802,0.6785297436373574,0.9510051091311739
0.8014149380264406,0.669102554706092,0.7374,0.9752500000000002,0.87815,0.87815,0.9296558542726661,0.7387865795337019,0.8594095968208667,0.7558893903421536,0.9245714285714286,0.9927857142857143,0.806,0.998,0.9019948227603226,0.6202678978443146,0.9510051091311739
0.8180311045543235,0.6924085461088955,0.75745,0.9776000000000001,0.8896999999999998,0.8896999999999998,0.9362683959214844,0.7306315186974548,0.8778058987276014,0.7845346399119707,0.8704999999999999,0.9932142857142857,0.8887857142857144,0.9960714285714285,0.9423586255094457,0.6283916447843824,0.9510051091311739
0.8274684765035334,0.7060521525894716,0.7688,0.9792000000000002,0.89625,0.89625,0.9401396074676878,0.725231545312064,0.8986731403011188,0.8177860789525199,0.9344999999999999,0.9944999999999998,0.8685000000000002,0.9983571428571428,0.9334057888864516,0.6136559631143298,0.9510051091311739
0.8414124052426841,0.7266490427641685,0.784,0.9807,0.9083500000000001,0.9083500000000001,0.946674438897119,0.7199742392698922,0.5033952166567526,0.3677427953011297,0.9132142857142858,0.9807142857142858,0.38221428571428573,0.9991428571428571,0.69067455937215,0.6120474125657763,0.9510051091311739
0.8498144034025319,0.7391451134276938,0.7951,0.9814,0.9131,0.9131,0.949337542964412,0.7187445087234179,0.9255108637393027,0.8623445465007435,0.9278571428571427,0.9959285714285713,0.9247857142857144,0.9978571428571428,0.9612788328702979,0.6147503852844238,0.9510051091311739
0.8532477171541313,0.7444757903546666,0.8022000000000002,0.9824999999999999,0.9116,0.9116,0.9491104151148108,0.7151106908065932,0.9060082481182682,0.8298530610171374,0.9507857142857141,0.9952142857142857,0.8675714285714285,0.9987857142857142,0.9331015991740651,0.6118816818509784,0.9510051091311739
0.86273755507873,0.7588230429437473,0.8131999999999999,0.9834499999999998,0.9189999999999999,0.9189999999999999,0.953151551557497,0.7127378418048222,0.9185341082346962,0.8508096579821979,0.954,0.9959285714285714,0.8872857142857145,0.9987142857142858,0.9430299839919175,0.6118513899190086,0.9510051091311739
0.8645847490298302,0.7617832809901677,0.8148500000000001,0.98385,0.9211,0.9211,0.9543836670833308,0.7109034921867508,0.9305437946750562,0.8705852320675789,0.9463571428571428,0.9960000000000001,0.9164285714285715,0.9984285714285716,0.9574106139560602,0.6118197611400059,0.9510051091311739
0.8708674769443041,0.7714233739618541,0.8224,0.9843999999999997,0.92555,0.92555,0.9567326872317581,0.7102184070504847,0.9274461367685776,0.8662617965445741,0.9283571428571429,0.9960714285714285,0.9284999999999999,0.9980000000000001,0.9632923197276221,0.6118232352393014,0.9510051091311739
0.8703544981519877,0.7706700816328255,0.8207000000000001,0.9843499999999998,0.9266,0.9266,0.9571948310873376,0.7093442553210826,0.9126612210218908,0.8413967362221015,0.9455,0.9954285714285713,0.8856428571428573,0.9984999999999999,0.9421345988275371,0.6118212384837014,0.9510051091311739
0.8753894374878961,0.7786809544005179,0.8298499999999999,0.9853000000000002,0.92645,0.92645,0.9576690363683824,0.7066576958057426,0.9323514896379125,0.8741401121362558,0.9168571428571427,0.9963571428571428,0.9495714285714287,0.9974285714285713,0.9735228690961483,0.6118799618312291,0.9510051091311739
0.8829425843686991,0.7906526582633376,0.8385,0.98605,0.9325999999999999,0.9325999999999999,0.9608953388855473,0.7055921685057027,0.9279365880317026,0.8666814975141565,0.9274285714285716,0.9960714285714285,0.9304285714285715,0.9979285714285714,0.9642200628433554,0.6118128342287881,0.9510051091311739
0.8795918461049645,0.785305589917368,0.8322,0.9855999999999998,0.933,0.933,0.9609038479250327,0.7053293094464711,0.9386238139580289,0.8850882893319323,0.9343571428571428,0.9967857142857142,0.9440714285714286,0.9981428571428571,0.9711785868518434,0.6117880770138332,0.9510051091311739
