train_dice,train_iou,train_precision,train_accuracy,train_recall,train_specificity,train_auc_score,train_loss,val_dice,val_iou,val_precision,val_accuracy,val_recall,val_specificity,val_auc_score,val_loss,best_val_dice
0.7644173757392106,0.6254654323089494,0.7268928571428572,0.9764285714285713,0.8113571428571429,0.8113571428571429,0.8977621546576209,1.5061283276701463,0.7160124637258672,0.5959465999465658,0.6592857142857144,0.9924999999999999,0.8840714285714285,0.9947142857142858,0.9393431439508925,-inf,0.8248952488152483
0.8331203667144907,0.7141509580800276,0.7981785714285714,0.9845357142857142,0.8715357142857144,0.8715357142857144,0.9306301053246465,1.4125643419063822,0.7577375349420128,0.63457168606555,0.7258571428571428,0.993142857142857,0.8659285714285716,0.9965714285714287,0.931279465499619,-inf,0.8248952488152483
0.8544307218842048,0.7459728587190427,0.8232857142857143,0.9863214285714285,0.8880714285714285,0.8880714285714285,0.9395676547865239,1.3876073412039653,0.790732956929558,0.6733874645789744,0.7974285714285714,0.9939999999999998,0.8323571428571428,0.9979285714285714,0.9150740803233646,-inf,0.8248952488152483
0.8648132256897004,0.7618997261145165,0.8379642857142856,0.9876071428571427,0.8936428571428572,0.8936428571428572,0.9427651240662743,1.375617755493339,0.7743714921781181,0.6525287369580343,0.7472142857142856,0.9933571428571427,0.8647142857142859,0.9970714285714288,0.93082451159162,-inf,0.8248952488152483
0.8750017587940959,0.7778555800307904,0.8496785714285714,0.9884999999999999,0.9019642857142858,0.9019642857142858,0.9472499465340337,1.3618462968136174,0.7671074480714724,0.6472577209098211,0.7145,0.9940714285714284,0.882,0.9962142857142858,0.9391390603383083,-inf,0.8248952488152483
0.8792793584188386,0.7847159357253268,0.8546428571428571,0.9889642857142856,0.9054285714285715,0.9054285714285715,0.9491196910813074,1.3575138758234426,0.7815471476338435,0.6601343934588085,0.7742142857142857,0.9931428571428571,0.8484285714285713,0.9974285714285716,0.9229710952081699,-inf,0.8248952488152483
0.8830644788728322,0.7906851421058766,0.8584285714285714,0.9893214285714286,0.9093214285714286,0.9093214285714286,0.9511356039824527,1.3505904848579646,0.7646524049189332,0.6372777602063644,0.7782857142857142,0.9929285714285713,0.8074999999999999,0.9977857142857145,0.9026217779262236,-inf,0.8248952488152483
0.88691372324982,0.7968736580978838,0.8637499999999998,0.989642857142857,0.9114285714285714,0.9114285714285714,0.9523560440837576,1.3476135867793544,0.7934378908204165,0.6747442884898431,0.7975714285714287,0.9942142857142855,0.8305,0.9979285714285716,0.9142493615579463,-inf,0.8248952488152483
0.8917862093564696,0.8048021994881137,0.8697857142857143,0.990142857142857,0.9148571428571429,0.9148571428571429,0.9542645805584992,1.3390459843537434,0.7821586870180758,0.6582869222378992,0.7644285714285715,0.9939999999999998,0.8470000000000001,0.9975000000000003,0.9222786359419569,-inf,0.8248952488152483
0.8950122879580681,0.8100108696905846,0.8732142857142857,0.9903214285714285,0.9179285714285715,0.9179285714285715,0.9558342271764255,1.3371225480725166,0.7773126477313671,0.6605192274096287,0.746857142857143,0.9942142857142855,0.8689285714285714,0.997,0.9329278598693281,-inf,0.8248952488152483
0.896347616696835,0.8122235770606536,0.8762142857142857,0.9905714285714285,0.9174642857142858,0.9174642857142858,0.9557597742572493,1.3346580483272772,0.7746025272522932,0.6531713564440389,0.7485714285714286,0.994142857142857,0.8604285714285714,0.9972142857142858,0.9288470531799863,-inf,0.8248952488152483
0.897071120304296,0.8134600194616661,0.8756071428571428,0.9904999999999999,0.9196428571428571,0.9196428571428571,0.9567985650921622,1.3313439329363863,0.761041246549116,0.6353869974802606,0.7550714285714285,0.9935714285714284,0.8220000000000001,0.9975000000000002,0.9098228720940262,-inf,0.8248952488152483
0.9008486580741663,0.8196453588077057,0.8802500000000001,0.9909999999999999,0.9225000000000001,0.9225000000000001,0.9582912213077973,1.3277172934441341,0.8008001522483944,0.67814217410389,0.8096428571428571,0.9938571428571429,0.8228571428571428,0.9980000000000001,0.9104998299029798,-inf,0.8248952488152483
0.8992783678172775,0.8170792130740301,0.8784285714285714,0.9907857142857142,0.9211428571428572,0.9211428571428572,0.9575992846292086,1.3279879655055447,0.7910475585824026,0.6731229611940766,0.7938571428571428,0.9947857142857143,0.8352142857142857,0.9982142857142858,0.9167207944305097,-inf,0.8248952488152483
0.9047049193136271,0.82608226306839,0.8855000000000001,0.9913928571428572,0.9248928571428572,0.9248928571428572,0.9596560715103655,1.321691657339229,0.802880412714594,0.6832213244247237,0.7897142857142858,0.9945714285714284,0.8517857142857144,0.9977142857142859,0.924765253687375,-inf,0.8248952488152483
0.9059983463905855,0.8282200384881861,0.8861071428571429,0.9915,0.926892857142857,0.926892857142857,0.9606233999685705,1.3212415447344588,0.7624346926877018,0.6365098452555723,0.708142857142857,0.9934999999999999,0.8877142857142858,0.9963571428571427,0.94207495107258,-inf,0.8248952488152483
0.9085953700672684,0.832540816680565,0.8902857142857143,0.9918214285714287,0.9277142857142857,0.9277142857142857,0.961190398458149,1.3168952929831685,0.8062433551099717,0.6869984030665305,0.8223571428571429,0.9945714285714287,0.8197857142857143,0.9981428571428571,0.9088689620898356,-inf,0.8248952488152483
0.9086202954410997,0.8326197605315456,0.8895714285714286,0.9915357142857143,0.9285357142857145,0.9285357142857145,0.9615647357375066,1.3153975703582472,0.8069460077102638,0.689382307879176,0.811,0.9943571428571428,0.8362142857142857,0.9980714285714286,0.9170549357821264,-inf,0.8248952488152483
0.9098088952533466,0.8345981791330551,0.8912500000000001,0.99175,0.9293571428571429,0.9293571428571429,0.9619561422543548,1.3144519696024812,0.7781956277753814,0.6554950213291886,0.7725000000000001,0.9938571428571429,0.8337142857142856,0.9977142857142859,0.9157346805662695,-inf,0.8248952488152483
0.9116625580080387,0.8377059942509614,0.8933214285714287,0.9920000000000001,0.9308214285714286,0.9308214285714286,0.9627857828704528,1.31126140043849,0.8174987552807973,0.6992374412336924,0.8390000000000001,0.9942142857142858,0.8202857142857142,0.9980714285714286,0.9093343493664959,-inf,0.8248952488152483
0.9137496707734714,0.841233691864327,0.8964642857142858,0.992107142857143,0.9317857142857144,0.9317857142857144,0.9633605244025399,1.3105336152169167,0.7866745177181355,0.6619964003067021,0.7577142857142857,0.9938571428571427,0.8625714285714287,0.9970714285714287,0.9298306264104595,-inf,0.8248952488152483
0.9134089329391714,0.8406641447473648,0.8956428571428571,0.9921785714285714,0.931857142857143,0.931857142857143,0.9633875994290129,1.3105109154671228,0.7983849221268284,0.6761516688964313,0.7880000000000001,0.9943571428571427,0.8381428571428572,0.9977857142857144,0.9179913460047289,-inf,0.8248952488152483
0.9127192816796947,0.8395316208767353,0.8939999999999999,0.9920714285714286,0.9323928571428572,0.9323928571428572,0.9635747405848668,1.3087500913816243,0.7930831273873633,0.6742626123351971,0.7703571428571429,0.994142857142857,0.8659285714285715,0.9975000000000002,0.9317487877783374,-inf,0.8248952488152483
0.9176320913246886,0.8478579744142211,0.901357142857143,0.9925714285714287,0.9345,0.9345,0.9648836388874702,1.3033629862122795,0.8111141858619061,0.6945952312583697,0.7972857142857144,0.9942857142857141,0.8567857142857143,0.9977857142857145,0.9272732991122737,-inf,0.8248952488152483
0.9162511021124179,0.8454750962308444,0.8984642857142857,0.9923571428571429,0.93475,0.93475,0.9648907937601974,1.3051033562442071,0.7922118426167895,0.6709964850934738,0.7947857142857143,0.9939999999999999,0.8294285714285714,0.9979285714285716,0.9136817967867793,-inf,0.8248952488152483
0.9195785875962079,0.8511800184610667,0.9028928571428573,0.9927499999999999,0.9368214285714286,0.9368214285714286,0.9661000287666426,1.3016838513973616,0.8162157474638129,0.7008471493314264,0.7955714285714286,0.9947857142857143,0.8664285714285714,0.9979285714285716,0.932112952827643,-inf,0.8248952488152483
0.9194934187139626,0.8510094131253677,0.9028214285714286,0.9926785714285712,0.9366785714285715,0.9366785714285715,0.9660129336821026,1.3010660778198921,0.8080507887989715,0.6881512622342908,0.822857142857143,0.9937857142857143,0.8172142857142857,0.9979285714285716,0.9075726178698703,-inf,0.8248952488152483
0.9183671526805746,0.8491183217475731,0.9011428571428572,0.9925357142857143,0.93625,0.93625,0.9657514287692524,1.3008500703338053,0.8013479037998518,0.6824378129668052,0.8304285714285715,0.9938571428571429,0.8062142857142858,0.9984285714285714,0.9023117467668162,-inf,0.8248952488152483
0.9188286767240539,0.8498796788065226,0.9017142857142858,0.9925714285714287,0.9365714285714286,0.9365714285714286,0.9659278653902456,1.3034407014445382,0.786334921802256,0.6653525314893718,0.8030714285714285,0.9938571428571427,0.8146428571428571,0.9982857142857143,0.9064204665774643,-inf,0.8248952488152483
0.9224562546409913,0.8560941984423901,0.9065000000000001,0.9929285714285715,0.9389642857142857,0.9389642857142857,0.967244926752929,1.2956897056224397,0.8110413899993939,0.6942646108915812,0.8052857142857143,0.994642857142857,0.8495,0.9980714285714287,0.923782911609244,-inf,0.8248952488152483
0.923057888288268,0.8571515101310432,0.9070714285714286,0.9930714285714285,0.9396428571428571,0.9396428571428571,0.9675855857708091,1.2957693132717591,0.799608279219069,0.6771157711539356,0.8233571428571428,0.9935,0.8075000000000001,0.9982142857142858,0.9028745197286371,-inf,0.8248952488152483
0.9211543570556368,0.8538698518698534,0.9046785714285716,0.9928214285714285,0.9382142857142858,0.9382142857142858,0.9668407032550962,1.2971251392648335,0.8132399122278066,0.697758560721775,0.8060000000000002,0.994642857142857,0.8535000000000001,0.9979285714285716,0.9256762639572411,-inf,0.8248952488152483
0.9228965515605951,0.8568722865676817,0.9072857142857143,0.9929999999999998,0.9391785714285714,0.9391785714285714,0.9673601290635788,1.2965626591626478,0.7947061161619352,0.6747688072284596,0.7907142857142857,0.9943571428571428,0.8391428571428571,0.9980714285714287,0.9185843292546572,-inf,0.8248952488152483
